ParkName,Year,RecreationVisitors,NonRecreationVisitors,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,TotalRecreationVisitors,TotalNonRecreationVisitors,TotalRecreationHours,TotalNonRecreationHours,TotalConcessionerLodging,TotalConcessionerCamping,TotalTentCampers,TotalRVCampers,TotalBackcountry,TotalNonRecreationOvernightStays,TotalMiscellaneousOvernightStays
1945,6,"530,550",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1946,6,"1,208,794",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1947,6,"1,539,444",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1948,6,"1,552,212",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1949,6,"1,648,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1950,6,"1,676,974",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1951,6,"1,854,777",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1952,6,"2,124,341",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1953,6,"2,249,333",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1954,6,"2,412,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1955,6,"2,465,900",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1956,6,"2,609,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1957,6,"2,708,700",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1958,6,"2,752,700",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1959,6,"2,695,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1960,6,"2,911,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1961,6,"3,073,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1962,6,"3,368,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1963,7,"3,327,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1964,7,"3,460,500",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1965,7,"3,821,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1966,7,"4,042,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1967,7,"4,413,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1968,7,"4,735,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1969,7,"4,835,500",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1970,7,"5,041,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1971,8,"4,763,100",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1972,8,"4,763,891",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1973,8,"4,911,700",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1974,8,"4,715,500",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1975,8,"5,641,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1976,8,"6,166,900",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1977,8,"5,843,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1978,8,"5,910,829",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1979,8,"5,402,638","206,733","112,996,340","2,667,971","996,365","4,431","563,091","708,766","163,518","7,560","59,708","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1980,8,"5,650,511","220,090","120,330,895","2,852,902","1,011,437","4,471","916,792","800,013","301,487","11,892","53,958","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1981,8,"6,050,488","233,788","126,544,409","2,811,096","1,042,907","4,727","1,052,364","774,127","254,920","7,915","59,248","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1982,8,"6,014,578","224,908","122,835,896","2,641,257","1,034,329","4,689","991,098","797,089","226,857","7,522","50,154","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1983,8,"5,897,938","225,177","119,882,087","2,793,697","1,036,321","38,666","828,549","747,103","207,986","9,225","53,042","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1984,8,"6,303,193","235,566","131,457,824","3,274,510","1,065,103","43,766","1,064,105","820,878","229,757","22,667","65,210","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1985,8,"6,302,269","288,968","132,741,887","4,051,588","1,085,728","33,754","904,312","780,666","202,303","21,575","61,315","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1986,8,"6,681,857","298,576","137,199,663","4,033,994","1,113,456","43,317","815,995","666,178","199,777","23,236","76,303","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1987,8,"7,249,734","320,647","148,414,947","4,281,543","1,135,108","46,671","1,037,880","783,279","211,102","23,537","93,195","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1988,8,"7,448,772","238,170","149,231,738","4,308,445","1,179,890","4,646","1,021,860","843,042","198,215","22,565","97,835","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1989,8,"7,510,335","201,329","153,368,417","4,308,150","1,194,501","4,861","986,931","771,865","185,156","20,649","103,085","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1990,8,"7,069,564","191,494","150,548,196","4,023,257","1,175,291","4,216","1,110,037","670,031","196,875","20,455","100,356","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1991,8,"7,603,777","206,757","162,782,065","4,418,496","1,193,940","5,495","1,070,834","738,139","209,155","22,981","99,587","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1992,8,"8,086,991","232,496","169,167,047","4,873,374","1,227,909","5,651","1,125,724","755,217","241,524","24,969","101,062","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1993,8,"8,391,987","245,689","168,274,111","5,197,604","1,207,629","5,075","1,033,220","654,823","231,428","28,771","169,993","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1994,8,"8,360,998","239,852","144,502,000","5,009,546","1,193,509","5,527","1,064,014","682,219","242,986","27,520","161,510","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1995,8,"8,754,985","226,888","139,648,962","4,620,091","1,131,905","2,802","965,545","713,163","198,306","54,102","267,316","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1996,8,"8,602,278","226,271","137,251,890","4,559,668","1,118,008","2,444","964,290","623,104","194,511","52,423","215,750","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1997,8,"8,528,418","216,345","128,462,642","4,213,950","844,068","2,467","785,109","558,203","201,905","31,930","187,642","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1998,8,"8,476,639","227,791","122,711,241","4,563,076","907,195","2,738","731,276","527,678","183,598","23,987","183,706","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1999,8,"8,406,152","253,772","122,193,782","4,924,337","864,712","3,036","823,876","509,082","188,814","61,415","184,144","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2000,8,"8,055,724","217,944","119,209,896","4,131,130","938,049","2,506","808,932","472,437","197,776","31,731","143,108","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2001,8,"7,998,329","210,193","120,670,599","4,072,530","950,629","4,970","808,295","450,204","215,376","27,246","180,754","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2002,8,"7,927,270","165,865","124,991,089","3,377,369","958,779","6,368","856,618","425,902","215,287","37,362","181,966","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2003,8,"8,092,902","159,102","126,760,458","3,125,219","977,252","5,695","888,871","483,598","189,297","32,736","180,785","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2004,8,"7,756,376","149,292","121,228,567","2,966,678","942,936","5,751","808,765","393,012","138,393","28,412","184,088","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2005,8,"7,848,991","126,668","121,151,342","2,295,710","942,291","5,031","811,107","449,002","120,486","16,099","182,487","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2006,8,"7,504,613","180,059","117,057,592","3,700,763","931,565","5,176","776,870","409,214","132,345","63,656","252,536","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2007,8,"7,788,119","182,354","119,150,506","3,871,133","955,272","5,775","796,698","402,148","126,178","23,070","179,940","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2008,8,"7,899,334","178,761","120,403,081","3,633,671","969,609","6,404","807,806","389,804","188,942","16,820","128,911","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2009,8,"8,165,609","194,196","124,370,866","4,015,262","937,623","14,034","874,122","404,720","227,396","19,029","140,912","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2010,8,"8,651,618","202,791","128,089,776","4,094,449","873,416","14,816","943,222","469,623","198,751","14,138","153,818","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2011,8,"8,668,491","201,762","124,917,792","4,064,373","883,685","4,334","894,642","418,488","164,559","10,938","143,440","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2012,8,"8,574,913","195,071","130,655,573","3,863,033","843,917","5,809","930,042","434,535","225,948","8,750","128,689","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2013,8,"8,206,256","189,568","120,230,988","3,807,387","803,237","2,852","866,868","415,303","237,916","7,874","152,124","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2014,8,"9,013,934","203,389","131,900,936","4,032,993","940,291","12,271","916,082","358,329","262,751","8,959","169,972","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2015,8,"9,954,864","220,686","148,282,389","4,313,245","1,048,576","51,681","1,087,784","493,639","295,433","12,416","168,732","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2016,8,"11,737,852","268,024","156,548,341","5,085,351","838,336","13,653","1,035,273","645,917","311,054","10,688","173,263","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
2017,8,"11,345,869","248,640","153,091,350","4,695,581","939,851","10,106","987,440","554,724","258,184","12,925","147,766","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"

